,name,target,pred
0,Bi_Au_mp-1018029,-0.0210095250000001,-0.048072815
1,Bi_Au_mp-1018179,-0.0175852466666667,0.0063328147
2,Bi_Au_mp-1023934,0.5460884533333333,-0.018471539
3,Bi_Au_mp-1023940,0.1926699549999995,0.12852511
4,Bi_Au_mp-1071078,0.0302632349999996,0.00055521727
5,Bi_Au_mp-10711,-0.0046569277777774,0.015990019
6,Bi_Au_mp-1079467,-0.0454878174999997,0.021517813
7,Bi_Au_mp-1120781,0.1280580992857142,0.13589919
8,Bi_Au_mp-11470,0.0038743099999998,-0.019492716
9,Bi_Au_mp-1173070,-0.1184500657142858,-0.0012763441
10,Bi_Au_mp-11800,0.0781749228571427,0.04870081
11,Bi_Au_mp-1183647,0.0101936375,0.01441589
12,Bi_Au_mp-1183967,0.0054912800000002,0.00010100007
13,Bi_Au_mp-1184018,0.0100890900000001,0.020040303
14,Bi_Au_mp-1184036,-0.0272048674999996,0.04676479
15,Bi_Au_mp-1186447,-0.0241732137499997,0.04872054
16,Bi_Au_mp-1187952,-0.0240397387499999,0.049102247
17,Bi_Au_mp-1190478,-0.1065573525,-0.049710214
18,Bi_Au_mp-12565,-0.0186428080000006,0.02072823
19,Bi_Au_mp-12635,-0.0015740100000002,0.0319435
20,Bi_Au_mp-12723,-0.1435014125,-0.062287405
21,Bi_Au_mp-1297,-0.0488636354545455,-0.06581569
22,Bi_Au_mp-1684,-0.021111335,-0.04798162
23,Bi_Au_mp-174,-0.0092939781250001,-0.0006751716
24,Bi_Au_mp-19871,-0.1075051450000004,-0.0573034
25,Bi_Au_mp-20411,0.1340157799999999,-0.0074943006
26,Bi_Au_mp-20599,-0.0413577716666668,0.0055596232
27,Bi_Au_mp-20862,0.0335896949999998,-0.0070493817
28,Bi_Au_mp-20901,0.1944677891666663,0.08726618
29,Bi_Au_mp-2103,0.0054202700000001,-4.991889e-05
30,Bi_Au_mp-21165,0.0506069587499999,-0.016724616
31,Bi_Au_mp-21400,-0.0430247919999999,0.00802213
32,Bi_Au_mp-22079,-0.0835073075000001,-0.052252144
33,Bi_Au_mp-22146,-0.0337267087500001,-0.008073002
34,Bi_Au_mp-22205,-0.0183340549999999,0.064245254
35,Bi_Au_mp-2757,-0.0211048100000001,-0.048012793
36,Bi_Au_mp-30343,0.0054913875000002,0.000107795
37,Bi_Au_mp-30371,-0.041309279375,-0.03934151
38,Bi_Au_mp-31337,0.0054202825000002,-4.976988e-05
39,Bi_Au_mp-358,-0.0910313383333332,0.058711976
40,Bi_Au_mp-510099,-0.0273516196153845,0.040145546
41,Bi_Au_mp-522,-0.0283458850000002,-0.05590415
42,Bi_Au_mp-541837,-0.0614495859999998,0.04671365
43,Bi_Au_mp-570113,-0.1075704183333338,-0.057150334
44,Bi_Au_mp-570896,-0.0458607350000003,0.0037709475
45,Bi_Au_mp-571060,-0.0489948804545454,-0.04597348
46,Bi_Au_mp-573,0.0787497757142853,0.052925646
47,Bi_Au_mp-662,-0.0608793525000002,0.0570879
48,Bi_Au_mp-684798,-0.0236590058333335,0.021294564
49,Bi_Au_mp-7189,-0.0931434062500002,0.031532437
50,Bi_Au_mp-8073,-0.0610310291666671,0.03748867
51,Bi_Au_mp-864794,0.0054897925000001,9.3340874e-05
52,Bi_Au_mp-865362,0.0099879550000001,0.017579496
53,Bi_Au_mp-8675,-0.0925750712500002,0.030589163
54,Bi_Au_mp-936,0.3651843379999995,0.09470829
55,Bi_Au_mp-973839,0.0100384075000001,0.02005294
56,Bi_Au_mp-974358,0.0099227850000001,0.01732546
57,Bi_Au_mp-982261,-0.0415042316666666,0.0040812492
58,Bi_Au_mp-985296,0.0100059675000001,0.0164392
59,Bi_Au_mp-985805,-0.04087461,-0.059918374
60,Bi_Br_mp-1008488,-0.0363748825,-0.4362458
61,Bi_Br_mp-1018179,-0.2960356766666668,-0.38587072
62,Bi_Br_mp-1071078,-0.5335512900000001,-0.46011716
63,Bi_Br_mp-1183967,-0.0611118625000002,-0.09152545
64,Bi_Br_mp-1184018,-0.2406087975000002,-0.19087695
