,name,target,pred
0,Bi_Au_mp-1018029,-0.0210095250000001,-0.18284874
1,Bi_Au_mp-1018179,-0.0175852466666667,-0.03307125
2,Bi_Au_mp-1023934,0.5460884533333333,0.022719204
3,Bi_Au_mp-1023940,0.1926699549999995,0.072386116
4,Bi_Au_mp-1071078,0.0302632349999996,-0.090293005
5,Bi_Au_mp-10711,-0.0046569277777774,-0.27009946
6,Bi_Au_mp-1079467,-0.0454878174999997,0.013406068
7,Bi_Au_mp-1120781,0.1280580992857142,-0.0927901
8,Bi_Au_mp-11470,0.0038743099999998,0.08699292
9,Bi_Au_mp-1173070,-0.1184500657142858,-0.24618725
10,Bi_Au_mp-11800,0.0781749228571427,-0.25127566
11,Bi_Au_mp-1183647,0.0101936375,-0.0096187
12,Bi_Au_mp-1183967,0.0054912800000002,-0.09091115
13,Bi_Au_mp-1184018,0.0100890900000001,0.005874783
14,Bi_Au_mp-1184036,-0.0272048674999996,0.00685212
15,Bi_Au_mp-1186447,-0.0241732137499997,-0.005121708
16,Bi_Au_mp-1187952,-0.0240397387499999,-0.004836142
17,Bi_Au_mp-1190478,-0.1065573525,-0.043350637
18,Bi_Au_mp-12565,-0.0186428080000006,0.018976748
19,Bi_Au_mp-12635,-0.0015740100000002,0.022187531
20,Bi_Au_mp-12723,-0.1435014125,-0.040491164
21,Bi_Au_mp-1297,-0.0488636354545455,-0.07613376
22,Bi_Au_mp-1684,-0.021111335,-0.17254885
23,Bi_Au_mp-174,-0.0092939781250001,0.061692804
24,Bi_Au_mp-19871,-0.1075051450000004,-0.044481546
25,Bi_Au_mp-20411,0.1340157799999999,-0.1460182
26,Bi_Au_mp-20599,-0.0413577716666668,0.123672575
27,Bi_Au_mp-20862,0.0335896949999998,-0.21401128
28,Bi_Au_mp-20901,0.1944677891666663,-0.122027874
29,Bi_Au_mp-2103,0.0054202700000001,-0.05141458
30,Bi_Au_mp-21165,0.0506069587499999,-0.18538475
31,Bi_Au_mp-21400,-0.0430247919999999,-0.20802501
32,Bi_Au_mp-22079,-0.0835073075000001,-0.29027796
33,Bi_Au_mp-22146,-0.0337267087500001,-0.17629156
34,Bi_Au_mp-22205,-0.0183340549999999,-0.10490623
35,Bi_Au_mp-2757,-0.0211048100000001,-0.054564238
36,Bi_Au_mp-30343,0.0054913875000002,-0.03869772
37,Bi_Au_mp-30371,-0.041309279375,-0.119831815
38,Bi_Au_mp-31337,0.0054202825000002,-0.064655334
39,Bi_Au_mp-358,-0.0910313383333332,0.074480146
40,Bi_Au_mp-510099,-0.0273516196153845,0.027376115
41,Bi_Au_mp-522,-0.0283458850000002,-0.11399643
42,Bi_Au_mp-541837,-0.0614495859999998,0.013949424
43,Bi_Au_mp-570113,-0.1075704183333338,-0.057492703
44,Bi_Au_mp-570896,-0.0458607350000003,0.09863499
45,Bi_Au_mp-571060,-0.0489948804545454,-0.1376938
46,Bi_Au_mp-573,0.0787497757142853,-0.30324745
47,Bi_Au_mp-662,-0.0608793525000002,-0.2554494
48,Bi_Au_mp-684798,-0.0236590058333335,0.08496031
49,Bi_Au_mp-7189,-0.0931434062500002,-0.1492708
50,Bi_Au_mp-8073,-0.0610310291666671,-0.17530756
51,Bi_Au_mp-864794,0.0054897925000001,-0.053866416
52,Bi_Au_mp-865362,0.0099879550000001,-0.088021085
53,Bi_Au_mp-8675,-0.0925750712500002,-0.13857894
54,Bi_Au_mp-936,0.3651843379999995,0.101460844
55,Bi_Au_mp-973839,0.0100384075000001,-0.010213941
56,Bi_Au_mp-974358,0.0099227850000001,-0.071923286
57,Bi_Au_mp-982261,-0.0415042316666666,0.09492642
58,Bi_Au_mp-985296,0.0100059675000001,-0.008939981
59,Bi_Au_mp-985805,-0.04087461,-0.035716057
60,Bi_Br_mp-1008488,-0.0363748825,-0.5064289
61,Bi_Br_mp-1018179,-0.2960356766666668,-0.07193993
62,Bi_Br_mp-1071078,-0.5335512900000001,-0.3965485
63,Bi_Br_mp-1183967,-0.0611118625000002,0.14361739
64,Bi_Br_mp-1184018,-0.2406087975000002,0.056918412
65,Bi_Br_mp-1184036,-0.7410210049999999,0.1779384
66,Bi_Br_mp-1186010,-0.7413639162500001,0.08541995
67,Bi_Br_mp-1186447,-0.7409772012500002,0.11430675
68,Bi_Br_mp-1187486,-0.0611503450000001,-0.06224543
69,Bi_Br_mp-1187952,-0.7415206050000003,0.11418402
70,Bi_Br_mp-12108,-0.3004092166666663,-0.13360341
71,Bi_Br_mp-1219920,-0.2028566,-0.15429428
72,Bi_Br_mp-12565,-0.3710633639999997,0.12719911
73,Bi_Br_mp-1404,-0.2663945475,-0.19423181
74,Bi_Br_mp-15659,-0.2171542739999999,-0.2746415
75,Bi_Br_mp-1592,-0.4913107733333331,-0.17169368
76,Bi_Br_mp-1714,-0.5819575333333334,0.023222357
77,Bi_Br_mp-1755,-0.538755320625,0.09186444
78,Bi_Br_mp-19871,0.40214144,-0.050890684
79,Bi_Br_mp-20599,-0.4336006000000001,-0.2995242
80,Bi_Br_mp-2103,-0.0611507575000001,0.060655355
81,Bi_Br_mp-21318,-0.4333105516666666,-0.29170245
82,Bi_Br_mp-22079,-0.34905291875,-0.13038774
83,Bi_Br_mp-2409,-0.5835157592857144,-0.12703565
84,Bi_Br_mp-2685,-0.0844096649999999,-0.1989479
85,Bi_Br_mp-2851,-0.4337460316666668,-0.038585126
86,Bi_Br_mp-30354,-0.3705408439999999,0.03368187
87,Bi_Br_mp-30371,-0.1541653687500002,-0.26223662
88,Bi_Br_mp-31337,-0.0611554249999999,0.023427457
89,Bi_Br_mp-32861,-0.693846741363636,-0.33974725
90,Bi_Br_mp-580357,-0.0610869475000002,-0.11623512
91,Bi_Br_mp-611,-0.7449213662500003,0.0071190596
92,Bi_Br_mp-865144,-0.740980735,0.13546762
93,Bi_Br_mp-865362,-0.2405461625000002,-0.19380713
94,Bi_Br_mp-8675,-0.1204142175,-0.24769783
95,Bi_Br_mp-867865,-0.741335785,-0.18196353
96,Bi_Br_mp-936,-0.2842737579999997,-0.086863846
97,Bi_Br_mp-973402,-0.231947555,0.1410735
98,Bi_Br_mp-973834,-0.06114562,0.11628875
99,Bi_Br_mp-985296,-0.2405866300000001,0.088600874
100,Bi_C_mp-1017579,2.386598563999999,0.90896153
101,Bi_C_mp-1018179,1.6639652266666662,1.1715778
102,Bi_C_mp-21318,1.4261609250000002,1.0257516
103,Bi_C_mp-662,1.7523082424999998,1.4087675
104,Bi_Cl_mp-1008488,-0.1269115862499998,-0.9711156
105,Bi_Cl_mp-1018179,-0.4558842049999996,-0.54129595
106,Bi_Cl_mp-1030,0.2541457846875004,-0.21904117
107,Bi_Cl_mp-11800,-0.5031548514285714,-0.42250124
108,Bi_Cl_mp-1190478,-0.6954758441666667,-0.3701016
109,Bi_Cl_mp-1219920,-0.3854353637499996,-0.2629828
110,Bi_Cl_mp-1755,-0.5965797418749998,-0.26766458
111,Bi_Cl_mp-20599,-0.6218163649999996,-0.7726959
112,Bi_Cl_mp-22236,-0.86675603625,-0.5389966
113,Bi_Cl_mp-2258,-0.0508309043750001,0.02964586
114,Bi_Cl_mp-2685,-0.2729617237499999,-0.5405543
115,Bi_Cl_mp-2851,-0.62207621,-0.8119745
116,Bi_Cl_mp-31337,-0.3398279856249999,-0.11754334
117,Bi_Cl_mp-358,-0.2462659437500001,-1.0774963
118,Bi_Cl_mp-522,-0.2730565337499997,-0.25299147
119,Bi_Cl_mp-662,-0.12659387875,-0.28236985
120,Bi_Cl_mp-8675,-0.2879466649999997,-0.7702715
121,Bi_Cl_mp-947,-0.528918313333333,-1.0395844
122,Bi_Cl_mp-973402,-0.4989876181250001,-0.33146927
123,Bi_Cl_mp-982261,-0.6221062899999996,-0.875039
124,Bi_Cl_mp-985805,-0.7838040666666662,-0.44553366
125,Bi_F_mp-1079938,-0.6159972593750003,-0.5107349
126,Bi_F_mp-1095302,-2.0223804075,-1.847708
127,Bi_F_mp-1190478,-2.0043000783333333,-1.9743793
128,Bi_F_mp-1219920,-1.2227098737499995,-1.5651883
129,Bi_F_mp-1229015,-1.2224031137499995,-1.5335898
130,Bi_F_mp-1404,-1.2890599212499998,-1.5547807
131,Bi_F_mp-15659,-1.5319926954999996,-1.6039767
132,Bi_F_mp-1851,-2.047158125,-1.7715089
133,Bi_F_mp-1963,-1.10724881375,-1.3651965
134,Bi_F_mp-19871,-0.968860825,-1.9226716
135,Bi_F_mp-20599,-1.7390210199999998,-1.5103135
136,Bi_F_mp-20622,-2.4625442143750003,-2.2188265
137,Bi_F_mp-21318,-1.7384144716666663,-1.4580357
138,Bi_F_mp-21400,-1.6209103584999998,-1.832677
139,Bi_F_mp-22205,-1.4048666237500005,-1.8782103
140,Bi_F_mp-22236,-2.3965479000000003,-1.8506455
141,Bi_F_mp-2258,-0.500572074375,-0.26473826
142,Bi_F_mp-2685,-1.10728628875,-1.6510129
143,Bi_F_mp-30371,-0.8831713453124994,-1.2190504
144,Bi_F_mp-31337,-2.070128875625,-1.5323038
145,Bi_F_mp-32861,-2.244391360909091,-1.8758711
146,Bi_F_mp-522,-1.1070684787499996,-1.4927993
147,Bi_F_mp-542106,-1.9861381425,-1.6489732
148,Bi_F_mp-570113,-0.96873905,-1.886519
149,Bi_F_mp-580357,-2.0698035906250003,-2.0968072
150,Bi_F_mp-684798,-2.0015767541666665,-1.5408509
151,Bi_F_mp-7189,-1.2120421400000003,-1.6401658
152,Bi_F_mp-862589,-2.1673744906250003,-1.804341
153,Bi_F_mp-862798,-2.221023943125,-1.9083668
154,Bi_F_mp-8675,-1.21257550375,-1.5911587
155,Bi_F_mp-867865,-2.167290205625,-2.0371597
156,Bi_F_mp-947,-1.6120368850000002,-2.0804725
157,Bi_F_mp-973402,-2.197811745625,-1.4203098
158,Bi_Hg_mp-1018029,0.070682305,0.030400246
159,Bi_Hg_mp-1018179,0.0705845499999998,0.10139817
160,Bi_Hg_mp-1018807,0.1259194566666665,0.10232592
161,Bi_Hg_mp-1023934,0.1290605999999998,0.16626284
162,Bi_Hg_mp-1070,0.1888416949999998,-0.099098176
163,Bi_Hg_mp-1071078,0.0251893083333332,0.1491709
164,Bi_Hg_mp-10711,0.06592949,0.06479621
165,Bi_Hg_mp-1079467,0.03471548625,0.14864403
166,Bi_Hg_mp-10909,0.0902108433333331,0.020569742
167,Bi_Hg_mp-1120781,0.0757086735714285,0.03418544
168,Bi_Hg_mp-11470,0.1125093466666665,0.13076085
169,Bi_Hg_mp-11800,0.0285558499999997,-0.030990094
170,Bi_Hg_mp-1183647,0.063602055,0.13828239
171,Bi_Hg_mp-1183967,0.1002617700000001,0.08044201
172,Bi_Hg_mp-1184018,0.0635928675000001,0.16227344
173,Bi_Hg_mp-1184036,0.08517614875,0.15732759
174,Bi_Hg_mp-1186010,0.0852004312500001,0.14636537
175,Bi_Hg_mp-1187952,0.08502356875,0.11755946
176,Bi_Hg_mp-1217269,0.029644173333333,0.13729423
177,Bi_Hg_mp-1219920,0.0226501649999999,0.09259421
178,Bi_Hg_mp-1226718,0.0480353,0.0331133
179,Bi_Hg_mp-1226736,0.0452603225000001,0.10709727
180,Bi_Hg_mp-1229015,0.022514155,0.10063636
181,Bi_Hg_mp-12565,0.069036312,0.15530717
182,Bi_Hg_mp-12635,0.069124872,0.15303135
183,Bi_Hg_mp-12723,0.0181349549999998,0.11922866
184,Bi_Hg_mp-1297,0.0275231045454547,0.06973073
185,Bi_Hg_mp-1404,0.0012016224999999,0.055399418
186,Bi_Hg_mp-15659,0.0657031840000001,0.10607839
187,Bi_Hg_mp-1592,0.0459477799999999,0.10835597
188,Bi_Hg_mp-1634,0.1282556399999999,0.10614765
189,Bi_Hg_mp-1684,0.0708235899999998,0.031077355
190,Bi_Hg_mp-174,0.066568358125,-0.02573976
191,Bi_Hg_mp-1755,0.0527741525,0.13939905
192,Bi_Hg_mp-1912,0.0706911849999998,0.027978688
193,Bi_Hg_mp-1963,0.039093775,-0.04124856
194,Bi_Hg_mp-19856,0.0618341574999998,0.1295518
195,Bi_Hg_mp-19871,0.1641013699999997,0.03702116
196,Bi_Hg_mp-20559,0.076527504375,0.13142991
197,Bi_Hg_mp-20599,0.044597875,0.17923695
198,Bi_Hg_mp-20619,0.0129970062499999,0.033841252
199,Bi_Hg_mp-20683,-0.006572487,0.016949862
200,Bi_Hg_mp-20862,0.0238234549999999,0.14925513
201,Bi_Hg_mp-20901,0.0738537924999998,0.1364432
202,Bi_Hg_mp-2103,0.1002058675000001,0.10941678
203,Bi_Hg_mp-21318,0.0456246166666665,0.18255246
204,Bi_Hg_mp-22079,0.01379873625,-0.020589232
205,Bi_Hg_mp-22146,0.0398783725,0.08765519
206,Bi_Hg_mp-22745,0.0739851899999998,0.079160005
207,Bi_Hg_mp-23164,0.0569762520000001,0.05831778
208,Bi_Hg_mp-2685,0.0570041049999998,-0.007046789
209,Bi_Hg_mp-30343,0.10009581,0.10647112
210,Bi_Hg_mp-30371,0.027158091875,0.06689614
211,Bi_Hg_mp-31337,0.1002125525000001,0.10034022
212,Bi_Hg_mp-358,0.0844823033333333,-0.07522158
213,Bi_Hg_mp-423,0.0376125411111111,0.06543836
214,Bi_Hg_mp-510099,0.0533497988461538,0.14895394
215,Bi_Hg_mp-522,0.0471611099999997,-0.03954181
216,Bi_Hg_mp-541106,0.0380699513636364,0.17990848
217,Bi_Hg_mp-541837,0.0714682800000002,0.09923136
218,Bi_Hg_mp-542106,0.0237054991666664,0.11272752
219,Bi_Hg_mp-570896,0.0447248316666666,0.16714847
220,Bi_Hg_mp-571033,0.0432904574999999,-0.016952693
221,Bi_Hg_mp-573,0.0674928971428569,0.018141687
222,Bi_Hg_mp-611,0.0347199412500001,0.15818825
223,Bi_Hg_mp-662,0.0619837274999999,-0.04863727
224,Bi_Hg_mp-669720,0.0128948100000002,0.067252755
225,Bi_Hg_mp-684798,0.0633205724999997,0.13505453
226,Bi_Hg_mp-7189,0.0686501487499997,-0.0052975416
227,Bi_Hg_mp-8073,0.0236849008333332,0.0727475
228,Bi_Hg_mp-864794,0.100211625,0.0898048
229,Bi_Hg_mp-865144,0.08504651875,0.11973822
230,Bi_Hg_mp-865362,0.0636249175000001,0.18601209
231,Bi_Hg_mp-8675,0.0687026787499998,0.089944094
232,Bi_Hg_mp-936,0.116907948,0.15011775
233,Bi_Hg_mp-947,0.1459583566666665,0.024687141
234,Bi_Hg_mp-972895,0.0850244774999999,0.124759436
235,Bi_Hg_mp-973402,0.0822752725,0.13321444
236,Bi_Hg_mp-973834,0.10035905,0.09365392
237,Bi_Hg_mp-973839,0.0860756799999999,0.11959666
238,Bi_Hg_mp-974358,0.0866020575000001,0.1612576
239,Bi_Hg_mp-982261,0.0447146899999998,0.1989761
240,Bi_Hg_mp-9835,0.0337484649999998,0.11425674
241,Bi_Hg_mp-985287,0.08517333375,0.1423586
242,Bi_Hg_mp-985296,0.0864987825000001,0.12791437
243,Bi_Hg_mp-985805,-0.0155886983333335,0.10670501
244,Bi_Hg_mp-999549,0.0309429833333331,0.08865091
245,Bi_Hg_mvc-11438,0.1353462999999998,0.14319518
246,Bi_S_mp-1008488,-0.4447955715624996,-0.31440705
247,Bi_S_mp-1018807,-0.3063252120833333,-0.29719746
248,Bi_S_mp-1023934,-0.3015569287499999,-0.26675278
249,Bi_S_mp-1023940,-0.3030395204166662,-0.18123047
250,Bi_S_mp-1069841,-0.6770340198750006,-0.16622925
251,Bi_S_mp-10711,-0.2103888654166673,-0.3093269
252,Bi_S_mp-1078721,-0.3301636073437501,-0.1671029
253,Bi_S_mp-1079467,-0.3165644973437498,-0.24947765
254,Bi_S_mp-1095302,-0.75691720875,-0.32580847
255,Bi_S_mp-1120781,-0.6637986324999997,-0.46528977
256,Bi_S_mp-11470,-0.3146754854166662,-0.2508092
257,Bi_S_mp-11800,-0.6951518317857145,-0.34771952
258,Bi_S_mp-1183627,0.1271323401562498,-0.1428178
259,Bi_S_mp-1183647,-0.15536091484375,-0.16416815
260,Bi_S_mp-1183967,0.1271008551562498,-0.061199665
261,Bi_S_mp-1184018,-0.1553625748437497,-0.12290433
